User_1,1,986.0982942088476
User_1,2,984.736306793522
User_1,3,987.8681539274588
User_1,4,987.3134117378789
User_1,5,986.723864535874
User_1,6,984.0
User_1,7,1097.8240959181423
User_1,8,985.4358728782763
User_2,1,1011.9436421612093
User_2,2,1185.9928902697343
User_2,3,1067.1813383144658
User_2,4,945.2268538530843
User_2,5,954.2371146987555
User_2,6,941.6449552326251
User_2,7,941.0189342476251
User_2,8,952.7542712225004
User_3,1,929.4591266714704
User_3,2,927.2528171749672
User_3,3,937.9998296217101
User_3,4,938.9045461537215
User_3,5,935.1864187383183
User_3,6,1019.6966799383517
User_3,7,1117.7322437297291
User_3,8,1193.7683379717312
User_4,1,1109.2754402625824
User_4,2,1017.334653653791
User_4,3,929.17171483475
User_4,4,935.4131665151783
User_4,5,933.0376282129395
User_4,6,1013.8236238969035
User_4,7,921.2309155797158
User_4,8,1140.712857044139
User_5,1,1000.0
User_5,2,1000.0
User_5,3,1000.0
User_5,4,1000.0
User_5,5,1000.0
User_5,6,1000.0
User_5,7,1000.0
User_5,8,1000.0
